Date,International_visitors,Domestic_visitors,Total_arrivals
2025-05-28 00:00:00,6044,33443,39487
2025-05-29 00:00:00,4167,32921,37088
2025-05-30 00:00:00,13717,35877,49594
2025-05-31 00:00:00,4248,36518,40766
2025-06-01 00:00:00,4936,33790,38726
2025-06-02 00:00:00,9551,34341,43892
2025-06-03 00:00:00,8257,34375,42632
2025-06-04 00:00:00,10493,33848,44341
2025-06-05 00:00:00,6455,37367,43822
2025-06-06 00:00:00,6735,42166,48901
2025-06-07 00:00:00,5602,29975,35577
2025-06-08 00:00:00,8827,33205,42032
2025-06-09 00:00:00,6220,33974,40194
2025-06-10 00:00:00,6864,32324,39188
2025-06-11 00:00:00,8952,33202,42154
2025-06-12 00:00:00,6356,31981,38337
2025-06-13 00:00:00,6722,32876,39598
2025-06-14 00:00:00,9081,30526,39607
2025-06-15 00:00:00,7338,31523,38861
2025-06-16 00:00:00,4461,32859,37320
2025-06-17 00:00:00,8722,31568,40290
2025-06-18 00:00:00,9252,31868,41120
2025-06-19 00:00:00,5892,31559,37451
2025-06-20 00:00:00,7242,31261,38503
2025-06-21 00:00:00,11383,29431,40814
2025-06-22 00:00:00,7041,29311,36352
2025-06-23 00:00:00,8321,30515,38836
2025-06-24 00:00:00,4732,30171,34903
2025-06-25 00:00:00,10044,31119,41163
2025-06-26 00:00:00,8546,32075,40621
2025-06-27 00:00:00,6542,33728,40270
2025-06-28 00:00:00,4536,31909,36445
2025-06-29 00:00:00,10347,31040,41387
2025-06-30 00:00:00,7394,29979,37373
2025-07-01 00:00:00,5307,28074,33381
2025-07-02 00:00:00,5621,28348,33969
2025-07-03 00:00:00,11087,29810,40897
2025-07-04 00:00:00,5380,31699,37079
2025-07-05 00:00:00,12106,30388,42494
2025-07-06 00:00:00,5432,29928,35360
2025-07-07 00:00:00,10561,30878,41439
2025-07-08 00:00:00,12245,27863,40108
2025-07-09 00:00:00,7056,28419,35475
2025-07-10 00:00:00,7233,30207,37440
2025-07-11 00:00:00,10160,31262,41422
2025-07-12 00:00:00,7392,29718,37110
2025-07-13 00:00:00,5653,29486,35139
2025-07-14 00:00:00,7430,31052,38482
2025-07-15 00:00:00,7009,28511,35520
2025-07-16 00:00:00,10612,29458,40070
2025-07-17 00:00:00,11450,27647,39097
2025-07-18 00:00:00,5339,30800,36139
2025-07-19 00:00:00,10832,34094,44926
2025-07-20 00:00:00,10516,32265,42781
2025-07-21 00:00:00,6893,34729,41622
2025-07-22 00:00:00,8450,33756,42206
2025-07-23 00:00:00,13959,35792,49751
2025-07-24 00:00:00,6086,35671,41757
2025-07-25 00:00:00,9591,37770,47361
2025-07-26 00:00:00,5472,41535,47007
2025-07-27 00:00:00,8230,40574,48804
2025-07-28 00:00:00,5176,40010,45186
2025-07-29 00:00:00,4974,37818,42792
2025-07-30 00:00:00,7259,39922,47181
2025-07-31 00:00:00,6505,38841,45346
2025-08-01 00:00:00,6582,40214,46796
2025-08-02 00:00:00,5460,39510,44970
2025-08-03 00:00:00,5777,37343,43120
2025-08-04 00:00:00,7608,36711,44319
2025-08-05 00:00:00,5359,32059,37418
2025-08-06 00:00:00,12723,33456,46179
2025-08-07 00:00:00,5046,33833,38879
2025-08-08 00:00:00,9160,35371,44531
2025-08-09 00:00:00,5383,33977,39360
2025-08-10 00:00:00,10658,33381,44039
2025-08-11 00:00:00,9352,34987,44339
2025-08-12 00:00:00,6709,34510,41219
2025-08-13 00:00:00,5540,37994,43534
2025-08-14 00:00:00,9995,40132,50127
2025-08-15 00:00:00,5410,43247,48657
2025-08-16 00:00:00,8486,33945,42431
2025-08-17 00:00:00,5456,34137,39593
2025-08-18 00:00:00,10956,34068,45024
2025-08-19 00:00:00,5110,31080,36190
2025-08-20 00:00:00,9280,32083,41363
2025-08-21 00:00:00,7325,32747,40072
2025-08-22 00:00:00,5667,37034,42701
2025-08-23 00:00:00,10613,36409,47022
2025-08-24 00:00:00,6822,35934,42756
2025-08-25 00:00:00,5514,37525,43039
2025-08-26 00:00:00,12432,34656,47088
2025-08-27 00:00:00,10348,35859,46207
2025-08-28 00:00:00,4661,35142,39803
2025-08-29 00:00:00,5074,35863,40937
2025-08-30 00:00:00,10877,34661,45538
2025-08-31 00:00:00,11571,32153,43724
2025-09-01 00:00:00,7112,28893,36005
2025-09-02 00:00:00,4699,26751,31450
2025-09-03 00:00:00,4924,31341,36265
2025-09-04 00:00:00,14404,33884,48288
2025-09-05 00:00:00,6901,35214,42115
2025-09-06 00:00:00,9893,33584,43477
2025-09-07 00:00:00,4946,31439,36385
2025-09-08 00:00:00,7534,29480,37014
2025-09-09 00:00:00,8860,27232,36092
2025-09-10 00:00:00,7064,32676,39740
2025-09-11 00:00:00,4519,35977,40496
2025-09-12 00:00:00,10340,36319,46659
2025-09-13 00:00:00,10228,34792,45020
2025-09-14 00:00:00,5284,33689,38973
2025-09-15 00:00:00,7138,33365,40503
2025-09-16 00:00:00,11800,29577,41377
2025-09-17 00:00:00,4955,32743,37698
2025-09-18 00:00:00,4447,34890,39337
2025-09-19 00:00:00,5170,36709,41879
2025-09-20 00:00:00,11855,35551,47406
2025-09-21 00:00:00,5166,32863,38029
2025-09-22 00:00:00,5008,30852,35860
2025-09-23 00:00:00,4617,28066,32683
2025-09-24 00:00:00,9656,31904,41560
2025-09-25 00:00:00,9139,33444,42583
2025-09-26 00:00:00,5359,34451,39810
2025-09-27 00:00:00,5162,31709,36871
2025-09-28 00:00:00,10008,29594,39602
2025-09-29 00:00:00,4953,29807,34760
2025-09-30 00:00:00,4971,31081,36052
